"HYDROGENERAL","Please don't change this row, otherwise this file may not be valid anymore!"
ScheduleMode: 1-UseGivenSchedule; 2-PeakShaving; 3-LoadFollowing
"Generator Name","CurveName","ScheduleMode","Multiplier","Capacity","Spillage","RampUpRate","RampDownRate","FOR","OutageDuration","ReserveContribution","Automatically_Calculate_K_and_p_Factors","Bank","ModelType"
"PHP_2_2","HY_Generic_2028[Keswick09]","3",.00118,"11.8",#FALSE#,"7.87","7.87","0","1",".5",#TRUE#,#FALSE#,"NA"
"PHP11","NA","3",.00237,"23.7",#FALSE#,"15.8","15.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pelton_3","None","3",.00324,"36.6",#FALSE#,"21.6","21.6","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pelton_2","None","3",.00324,"36.6",#FALSE#,"21.6","21.6","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pelton_1","None","3",.0045,"36.6",#FALSE#,"30","30","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Stone_Creek_1","NA","3",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Oak_Grove_2","NA","3",.00255,"25.5",#FALSE#,"17","17","0","1",".5",#TRUE#,#FALSE#,"NA"
"Oak_Grove_1","NA","3",.00255,"25.5",#FALSE#,"17","17","0","1",".5",#TRUE#,#FALSE#,"NA"
"NorthFork_OR2","NA","3",.00216,"30",#FALSE#,"14.4","14.4","0","1",".5",#TRUE#,#FALSE#,"NA"
"NorthFork_OR1","NA","3",.00192,"25.73",#FALSE#,"12.8","12.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Electron_4","NA","3",.00075,"7.5",#FALSE#,"5","5","0","1",".25",#TRUE#,#FALSE#,"NA"
"Electron_3","NA","3",.00051,"5.1",#FALSE#,"3.4","3.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Electron_2","NA","3",.00051,"5.1",#FALSE#,"3.4","3.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Electron_1","NA","3",.00051,"5.1",#FALSE#,"3.4","3.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"SouthForkTolt","NA","3",.00168,"16.8",#FALSE#,"11.2","11.2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Twin_Falls2","NA","3",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Twin_Falls1","NA","3",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Koma_Kulshan","NA","3",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cedar_Falls_6","NA","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cedar_Falls_5","NA","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Baker_2","NA","3",.00524,"52.4",#FALSE#,"34.93","34.93","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Baker_1","NA","3",.00524,"52.4",#FALSE#,"34.93","34.93","0","1",".5",#TRUE#,#FALSE#,"NA"
"Lower_Baker_3","NA","3",.0031,"31",#FALSE#,"20.67","20.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Big_Cliff_1","HY_BigCliff_2028[05]","1",.0018,"18",#FALSE#,"12","12","0","1",".5",#TRUE#,#FALSE#,"NA"
"MoyieSprings1","HY_Generic_2028[Keswick09]","1",.0002,"2",#FALSE#,".67",".67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Russell_D_smith","NA","3",.00061,"6.1",#FALSE#,"4.07","4.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"Eltopia_Branch","NA","3",.00022,"2.2",#FALSE#,"1.47","1.47","0","1",".5",#TRUE#,#FALSE#,"NA"
"Roza_1","NA","3",.0012,"12",#FALSE#,"8.6","8.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"McNaryFishway","NA","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Potholes_East","NA","3",.00023,"2.3",#FALSE#,"1.53","1.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Dexter_1","HY_Dexter_2028[09]","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"Detroit_2","HY_Detroit_2028[09]","3",.005,"50",#FALSE#,"33.33","33.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Kemano_3","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kemano_4","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".15",#TRUE#,#FALSE#,"NA"
"Kemano_5","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".15",#TRUE#,#FALSE#,"NA"
"Kemano_6","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".15",#TRUE#,#FALSE#,"NA"
"Kemano_7","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".15",#TRUE#,#FALSE#,"NA"
"Kemano_8","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".15",#TRUE#,#FALSE#,"NA"
"FallsRiver_BC_1","NA","3",.00035,"3.5",#FALSE#,"2.33","2.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"FallsRiver_BC_2","NA","3",.00035,"3.5",#FALSE#,"2.33","2.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Peace_Canyon_1","NA","3",.0175,"175",#FALSE#,"116.67","116.67","0","1",".25",#FALSE#,#FALSE#,"NA"
"Peace_Canyon_2","NA","3",.0175,"175",#FALSE#,"116.67","116.67","0","1",".25",#FALSE#,#FALSE#,"NA"
"Peace_Canyon_3","NA","3",.0175,"175",#FALSE#,"116.67","116.67","0","1",".25",#FALSE#,#FALSE#,"NA"
"Peace_Canyon_4","NA","3",.0175,"175",#FALSE#,"116.67","116.67","0","1",".25",#FALSE#,#FALSE#,"NA"
"Mica_1","None","3",.0492,"492",#FALSE#,"328","328","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Mica_2","None","3",.0492,"492",#FALSE#,"328","328","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Mica_3","None","3",.04935,"493.5",#FALSE#,"329","329","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Mica_4","None","3",.04935,"493.5",#FALSE#,"329","329","0","1",".1667",#FALSE#,#FALSE#,"NA"
"WalterHardman1","NA","3",.0004,"4",#FALSE#,"2.67","2.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"WalterHardman2","NA","3",.0004,"4",#FALSE#,"2.67","2.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Whatshan_1","NA","3",.0054,"54",#FALSE#,"36","36","0","1",".5",#TRUE#,#FALSE#,"NA"
"Revelstoke_1","NA","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".2",#FALSE#,#FALSE#,"NA"
"Revelstoke_2","NA","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".2",#FALSE#,#FALSE#,"NA"
"Revelstoke_3","NA","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".2",#FALSE#,#FALSE#,"NA"
"Revelstoke_4","NA","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".2",#FALSE#,#FALSE#,"NA"
"Shuswap_1","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Shuswap_2","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Seven_Mile_1","NA","3",.020125,"201.25",#FALSE#,"134.17","134.17","0","1",".25",#TRUE#,#FALSE#,"NA"
"Seven_Mile_2","NA","3",.020125,"201.25",#FALSE#,"134.17","134.17","0","1",".25",#TRUE#,#FALSE#,"NA"
"Seven_Mile_3","NA","3",.020125,"201.25",#FALSE#,"134.17","134.17","0","1",".25",#TRUE#,#FALSE#,"NA"
"KootenayCanal1","NA","3",.014625,"146.25",#FALSE#,"97.5","97.5","0","1",".25",#TRUE#,#FALSE#,"NA"
"KootenayCanal2","NA","3",.014725,"147.25",#FALSE#,"98.17","98.17","0","1",".25",#TRUE#,#FALSE#,"NA"
"KootenayCanal3","NA","3",.014825,"148.25",#FALSE#,"98.83","98.83","0","1",".25",#TRUE#,#FALSE#,"NA"
"KootenayCanal4","NA","3",.014925,"149.25",#FALSE#,"99.5","99.5","0","1",".25",#TRUE#,#FALSE#,"NA"
"Spillimacheen_1","None","3",.0001,"1",#FALSE#,".67",".67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Spillimacheen_2","None","3",.0001,"1",#FALSE#,".67",".67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Spillimacheen_3","None","3",.00028,"2.8",#FALSE#,"1.87","1.87","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Elko_1","NA","3",.0006,"6",#FALSE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Elko_2","NA","3",.0006,"6",#FALSE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"BostonBar1","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"BostonBar2","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"PtarmiganCreek1","NA","3",.00012,"1.2",#FALSE#,"1.2","1.2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Mamquam_1","NA","3",.0029,"29",#FALSE#,"19.33","19.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"EastTwinCreek1","None","3",.000053,".53",#FALSE#,".35",".35","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EastTwinCreek3","None","3",.000053,".53",#FALSE#,".35",".35","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EastTwinCreek2","None","3",.000053,".53",#FALSE#,".35",".35","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BridgeRiver21","NA","3",.00685,"68.5",#FALSE#,"45.67","45.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"BridgeRiver22","NA","3",.00685,"68.5",#FALSE#,"45.67","45.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"BridgeRiver23","NA","3",.00685,"68.5",#FALSE#,"45.67","45.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"BridgeRiver24","NA","3",.00685,"68.5",#FALSE#,"45.67","45.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Revelstoke_5","NA","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".2",#FALSE#,#FALSE#,"NA"
"Seven_Mile_4","NA","3",.020125,"201.25",#FALSE#,"134.17","134.17","0","1",".25",#TRUE#,#FALSE#,"NA"
"Canoe_Creek","NA","3",.00055,"5.5",#FALSE#,"3.67","3.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Waneta1_Exp","NA","3",.01675,"167.5",#FALSE#,"111.67","111.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Kemano_2","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kemano_1","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Jordan_River","NA","3",.017,"170",#FALSE#,"113.33","113.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Strathcona_2","NA","3",.00325,"32.5",#FALSE#,"21.67","21.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Strathcona_1","NA","3",.00325,"32.5",#FALSE#,"21.67","21.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ladore_Falls_2","NA","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ladore_Falls_1","NA","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Puntledge_1","NA","3",.0024,"24",#FALSE#,"16","16","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ash_River_1","NA","3",.0028,"28",#FALSE#,"18.67","18.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Soo_River_2","None","3",.000667,"6.67",#FALSE#,"4.45","4.45","0","1",".5",#TRUE#,#FALSE#,"NA"
"Soo_River_1","None","3",.000667,"6.67",#FALSE#,"4.45","4.45","0","1",".5",#TRUE#,#FALSE#,"NA"
"Walden_North_5","NA","3",.00036,"3.6",#FALSE#,"2.4","2.4","0","1",".2",#TRUE#,#FALSE#,"NA"
"Walden_North_4","NA","3",.00036,"3.6",#FALSE#,"2.4","2.4","0","1",".2",#TRUE#,#FALSE#,"NA"
"Walden_North_3","NA","3",.00036,"3.6",#FALSE#,"2.4","2.4","0","1",".2",#TRUE#,#FALSE#,"NA"
"Walden_North_2","NA","3",.00036,"3.6",#FALSE#,"2.4","2.4","0","1",".2",#TRUE#,#FALSE#,"NA"
"Walden_North_1","NA","3",.00036,"3.6",#FALSE#,"2.4","2.4","0","1",".2",#TRUE#,#FALSE#,"NA"
"Stave_Falls_2","NA","3",.00455,"45.5",#FALSE#,"30.33","30.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Stave_Falls_1","NA","3",.00455,"45.5",#FALSE#,"30.33","30.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Alouette","NA","3",.0009,"9",#FALSE#,"6","6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ruskin_3","None","3",.003833,"38.33",#FALSE#,"25.55","25.55","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Ruskin_2","None","3",.003833,"38.33",#FALSE#,"25.55","25.55","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Ruskin_1","None","3",.003833,"38.33",#FALSE#,"25.55","25.55","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Seton_1","NA","3",.0048,"48",#FALSE#,"32","32","0","1",".5",#TRUE#,#FALSE#,"NA"
"La_Joie_1","NA","3",.0025,"25",#FALSE#,"16.67","16.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Wahleach_1","NA","3",.0065,"65",#FALSE#,"43.33","43.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Buntzen11","NA","3",.0055,"55",#FALSE#,"36.67","36.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Clowhom_1","NA","3",.0045,"45",#FALSE#,"30","30","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cheakamus_2","NA","3",.009,"90",#FALSE#,"60","60","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cheakamus_1","NA","3",.009,"90",#FALSE#,"60","60","0","1",".5",#TRUE#,#FALSE#,"NA"
"Waneta2_Exp","NA","3",.01675,"167.5",#FALSE#,"111.67","111.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Mica_G5_5","None","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Mica_G6_6","None","3",.05,"500",#FALSE#,"333.33","333.33","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Pingston_1","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pingston_2","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pingston_3","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"RutherfordCrk1","NA","3",.0025,"25",#FALSE#,"16.67","16.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"RutherfordCrk2","NA","3",.0025,"25",#FALSE#,"16.67","16.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Brandywine1","NA","3",.00038,"3.8",#FALSE#,"2.53","2.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Brandywine2","NA","3",.00038,"3.8",#FALSE#,"2.53","2.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Raging_River2_1","NA","3",.0004,"4",#FALSE#,"2.67","2.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Aberfeldie21","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Aberfeldie22","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Aberfeldie23","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Zeballos_Lake_1","None","3",.000938,"9.38",#FALSE#,"6.25","6.25","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Zeballos_Lake_2","None","3",.000938,"9.38",#FALSE#,"6.25","6.25","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Zeballos_Lake_3","None","3",.000309,"3.09",#FALSE#,"2.06","2.06","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Marion3_Creek","NA","3",.00046,"4.6",#FALSE#,"3.07","3.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"SSutton_Creek","NA","3",.00049,"4.9",#FALSE#,"3.27","3.27","0","1",".5",#TRUE#,#FALSE#,"NA"
"Kokish_River_1","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kokish_River_2","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kokish_River_3","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Mears_Creek_1","NA","3",.00038,"3.8",#FALSE#,"2.53","2.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"LongLake1","NA","3",.00155,"15.5",#FALSE#,"10.33","10.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"LongLake2","NA","3",.00155,"15.5",#FALSE#,"10.33","10.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Site_C_G1_1","None","3",.01833,"183.3",#FALSE#,"122.2","122.2","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Site_C_G2_2","None","3",.01833,"183.3",#FALSE#,"122.2","122.2","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Site_C_G3_3","None","3",.01833,"183.3",#FALSE#,"122.2","122.2","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Site_C_G4_4","None","3",.01833,"183.3",#FALSE#,"122.2","122.2","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Site_C_G5_5","None","3",.01833,"183.3",#FALSE#,"122.2","122.2","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Site_C_G6_6","None","3",.01833,"183.3",#FALSE#,"122.2","122.2","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Hystad_Creek_1","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hystad_Creek_2","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"SCranberryCrk1","NA","3",.000283,"2.83",#FALSE#,"1.89","1.89","0","1",".25",#TRUE#,#FALSE#,"NA"
"SCranberryCrk2","NA","3",.000283,"2.83",#FALSE#,"1.89","1.89","0","1",".25",#TRUE#,#FALSE#,"NA"
"SCranberryCrk3","NA","3",.000283,"2.83",#FALSE#,"1.89","1.89","0","1",".25",#TRUE#,#FALSE#,"NA"
"LowerBear1","NA","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"LowerBear2","NA","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"McNair_Creek_1","NA","3",.00098,"9.8",#FALSE#,"6.53","6.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"China_Creek_1","NA","3",.000315,"3.15",#FALSE#,"2.1","2.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"China_Creek_2","NA","3",.000315,"3.15",#FALSE#,"2.1","2.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Furry_Creek","NA","3",.00104,"10.4",#FALSE#,"6.93","6.93","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ashlu_Creek_1","None","3",.001663,"16.63",#FALSE#,"11.09","11.09","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Ashlu_Creek_2","None","3",.001663,"16.63",#FALSE#,"11.09","11.09","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Ashlu_Creek_3","None","3",.001663,"16.63",#FALSE#,"11.09","11.09","0","1",".3333",#TRUE#,#FALSE#,"NA"
"FitzsimonsCreek","NA","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Lower_Clowhom_1","NA","3",.001099,"10.99",#FALSE#,"7.33","7.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"TrethewayCreek1","NA","3",.001059,"10.59",#FALSE#,"7.06","7.06","0","1",".5",#TRUE#,#FALSE#,"NA"
"TrethewayCreek2","NA","3",.001059,"10.59",#FALSE#,"7.06","7.06","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Clowhom_1","NA","3",.001099,"10.99",#FALSE#,"7.33","7.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hauer_Creek_1","NA","3",.00024,"2.4",#FALSE#,"1.6","1.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"East_Toba1","NA","3",.007365,"73.65",#FALSE#,"49.1","49.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"East_Toba2","NA","3",.007365,"73.65",#FALSE#,"49.1","49.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Montrose_Creek1","NA","3",.004395,"43.95",#FALSE#,"29.3","29.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Montrose_Creek2","NA","3",.004395,"43.95",#FALSE#,"29.3","29.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"LamontUprStave1","NA","3",.001626,"16.26",#FALSE#,"10.84","10.84","0","1",".5",#TRUE#,#FALSE#,"NA"
"LamontUprStave2","NA","3",.001626,"16.26",#FALSE#,"10.84","10.84","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Stave1","NA","3",.000477,"4.77",#FALSE#,"3.18","3.18","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Stave2","NA","3",.001104,"11.04",#FALSE#,"7.36","7.36","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Stave3","NA","3",.001104,"11.04",#FALSE#,"7.36","7.36","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Stave4","NA","3",.001104,"11.04",#FALSE#,"7.36","7.36","0","1",".25",#TRUE#,#FALSE#,"NA"
"Fire_Kwalsa1","NA","3",.001264,"12.64",#FALSE#,"8.43","8.43","0","1",".5",#TRUE#,#FALSE#,"NA"
"Fire_Kwalsa2","NA","3",.001264,"12.64",#FALSE#,"8.43","8.43","0","1",".5",#TRUE#,#FALSE#,"NA"
"Douglas_Kwalsa1","NA","3",.001438,"14.38",#FALSE#,"9.59","9.59","0","1",".5",#TRUE#,#FALSE#,"NA"
"Douglas_Kwalsa2","NA","3",.001438,"14.38",#FALSE#,"9.59","9.59","0","1",".5",#TRUE#,#FALSE#,"NA"
"Stokke1","NA","3",.001102,"11.02",#FALSE#,"7.35","7.35","0","1",".5",#TRUE#,#FALSE#,"NA"
"Stokke2","NA","3",.001102,"11.02",#FALSE#,"7.35","7.35","0","1",".5",#TRUE#,#FALSE#,"NA"
"Tipella1","NA","3",.000968,"9.68",#FALSE#,"6.45","6.45","0","1",".5",#TRUE#,#FALSE#,"NA"
"Tipella2","NA","3",.000968,"9.68",#FALSE#,"6.45","6.45","0","1",".5",#TRUE#,#FALSE#,"NA"
"KwoiekCreek1","NA","3",.001248,"12.48",#FALSE#,"8.32","8.32","0","1",".25",#TRUE#,#FALSE#,"NA"
"KwoiekCreek2","NA","3",.001248,"12.48",#FALSE#,"8.32","8.32","0","1",".25",#TRUE#,#FALSE#,"NA"
"KwoiekCreek3","NA","3",.001248,"12.48",#FALSE#,"8.32","8.32","0","1",".25",#TRUE#,#FALSE#,"NA"
"KwoiekCreek4","NA","3",.001248,"12.48",#FALSE#,"8.32","8.32","0","1",".25",#TRUE#,#FALSE#,"NA"
"BoneCreek1","NA","3",.000983,"9.83",#FALSE#,"6.55","6.55","0","1",".5",#TRUE#,#FALSE#,"NA"
"BoneCreek2","NA","3",.000983,"9.83",#FALSE#,"6.55","6.55","0","1",".5",#TRUE#,#FALSE#,"NA"
"Salmon_Inlet1","None","3",.00083,"8.3",#FALSE#,"5.53","5.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Salmon_Inlet2","None","3",.00083,"8.3",#FALSE#,"5.53","5.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Mamquam_1","NA","3",.00125,"12.5",#FALSE#,"8.33","8.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Mamquam_2","NA","3",.00125,"12.5",#FALSE#,"8.33","8.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Powell_River_5","None","3",.0028,"28",#FALSE#,"18.67","18.67","0","1",".2",#TRUE#,#FALSE#,"NA"
"Tyson_Creek_1","NA","3",.00093,"9.3",#FALSE#,"6.2","6.2","0","1",".5",#TRUE#,#FALSE#,"NA"
"SakwiCreek","NA","3",.0006,"6",#FALSE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigSilver1","NA","3",.00116,"11.6",#FALSE#,"7.73","7.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigSilver2","NA","3",.00116,"11.6",#FALSE#,"7.73","7.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigSilver3","NA","3",.00116,"11.6",#FALSE#,"7.73","7.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"Jamie_Creek_1","NA","3",.001067,"10.67",#FALSE#,"7.11","7.11","0","1",".5",#TRUE#,#FALSE#,"NA"
"Jamie_Creek_2","NA","3",.001067,"10.67",#FALSE#,"7.11","7.11","0","1",".5",#TRUE#,#FALSE#,"NA"
"NW_StaveRiver1","None","3",.00072,"7.2",#FALSE#,"4.8","4.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"McLymontCreek","NA","3",.0066,"66",#FALSE#,"44","44","0","1",".5",#TRUE#,#FALSE#,"NA"
"Volcano_Creek_2","NA","3",.00089,"8.9",#FALSE#,"5.93","5.93","0","1",".5",#TRUE#,#FALSE#,"NA"
"Volcano_Creek_1","NA","3",.00089,"8.9",#FALSE#,"5.93","5.93","0","1",".5",#TRUE#,#FALSE#,"NA"
"Castle_Creek2","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"BrownLake","None","3",.00072,"7.2",#FALSE#,"4.8","4.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr9","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr8","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr7","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr6","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr5","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr4","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr3","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Forrest_Kerr2","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
