"HYDROGENERAL","Please don't change this row, otherwise this file may not be valid anymore!"
ScheduleMode: 1-UseGivenSchedule; 2-PeakShaving; 3-LoadFollowing
"Generator Name","CurveName","ScheduleMode","Multiplier","Capacity","Spillage","RampUpRate","RampDownRate","FOR","OutageDuration","ReserveContribution","Automatically_Calculate_K_and_p_Factors","Bank","ModelType"
"Collierville 1","None","3",.01215,"121.5",#TRUE#,"81","81","0","1",".5",#TRUE#,#FALSE#,"NA"
"Collierville 2","None","3",.01215,"121.5",#TRUE#,"81","81","0","1",".5",#TRUE#,#FALSE#,"NA"
"Don Pedro 1","HY_DonPedro_2028[05]","3",.0055,"55",#TRUE#,"36.7","36.7","0","1",".25",#TRUE#,#FALSE#,"NA"
"Don Pedro 2","HY_DonPedro_2028[05]","3",.0055,"55",#TRUE#,"36.7","36.7","0","1",".25",#TRUE#,#FALSE#,"NA"
"Don Pedro 3","HY_DonPedro_2028[05]","3",.0055,"55",#TRUE#,"36.7","36.7","0","1",".25",#TRUE#,#FALSE#,"NA"
"Don Pedro 4","HY_DonPedro_2028[05]","3",.00382,"38.2",#TRUE#,"25.5","25.5","0","1",".25",#TRUE#,#FALSE#,"NA"
"Folsom 1","HY_Folsom_2028[05]","3",.0069,"69",#TRUE#,"46","46","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Folsom 2","HY_Folsom_2028[05]","3",.0069,"69",#TRUE#,"46","46","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Folsom 3","HY_Folsom_2028[05]","3",.0069,"69",#TRUE#,"46","46","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Judge F Carr 1","HY_JFCarr_2028[05]","3",.0086,"86",#TRUE#,"57.3","57.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Judge F Carr 2","HY_JFCarr_2028[05]","3",.0086,"86",#TRUE#,"57.3","57.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Keswick 1","HY_Keswick_2028[05]","3",.0025,"25",#TRUE#,"16.7","16.7","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Keswick 2","HY_Keswick_2028[05]","3",.0025,"25",#TRUE#,"16.7","16.7","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Keswick 3","HY_Keswick_2028[05]","3",.0025,"25",#TRUE#,"16.7","16.7","0","1",".3333",#TRUE#,#FALSE#,"NA"
"La Grange 12","HY_TuolumneDonPedro_2028[05]","3",.0005,"5",#TRUE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"New Hogan 1","HY_MokelumneRiver_2028[05]","1",.00022,"2.2",#TRUE#,"1.5","1.5","0","1",".5",#TRUE#,#FALSE#,"NA"
"New Hogan 2","HY_MokelumneRiver_2028[05]","1",.00022,"2.2",#TRUE#,"1.5","1.5","0","1",".5",#TRUE#,#FALSE#,"NA"
"New Melones 1","HY_NewMelones_2028[05]","3",.01667,"166.7",#TRUE#,"111.1","111.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"New Melones 2","HY_NewMelones_2028[05]","3",.01667,"166.7",#TRUE#,"111.1","111.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Shasta 1","None","3",.0142,"142",#TRUE#,"94.7","94.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Shasta 2","None","3",.0142,"142",#TRUE#,"94.7","94.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Shasta 3","None","3",.0142,"142",#TRUE#,"94.7","94.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Shasta 4","None","3",.0142,"142",#TRUE#,"94.7","94.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Shasta 5","None","3",.0142,"142",#TRUE#,"94.7","94.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Spicer Meadow 13","None","3",.00066,"6.6",#TRUE#,"4.4","4.4","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Spring Creek 1","HY_SpringCreek_2028[05]","3",.0096,"96",#TRUE#,"64","64","0","1",".5",#TRUE#,#FALSE#,"NA"
"Spring Creek 2","HY_SpringCreek_2028[05]","3",.0096,"96",#TRUE#,"64","64","0","1",".5",#TRUE#,#FALSE#,"NA"
"Trinity 1","None","3",.007,"70",#TRUE#,"46.7","46.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Trinity 2","None","3",.007,"70",#TRUE#,"46.7","46.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper Dawson 1","HY_TuolumneDonPedro_2028[05]","3",.0005,"5",#TRUE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Whiskeytown","None","3",.0005,"5",#TRUE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Lower Granite","None","3",0,"810",#FALSE#,"540","540","0","1","0",#TRUE#,#FALSE#,"NA"
"Lower Monumental","None","3",0,"794",#FALSE#,"529","529","0","1","0",#TRUE#,#FALSE#,"NA"
"Priest Rapids","None","3",0,"858",#FALSE#,"572","572","0","1",".15",#TRUE#,#FALSE#,"NA"
"Rocky Reach","None","3",0,"1254",#FALSE#,"836","836","0","1",".15",#TRUE#,#FALSE#,"NA"
"Rock Island","None","3",0,"503",#FALSE#,"335","335","0","1",".15",#TRUE#,#FALSE#,"NA"
"Wells","None","3",0,"840",#FALSE#,"560","560","0","1",".15",#TRUE#,#FALSE#,"NA"
"Little Goose","None","3",0,"810",#FALSE#,"540","540","0","1","0",#TRUE#,#FALSE#,"NA"
"Chief Joseph","None","3",0,"2456",#FALSE#,"1637","1637","0","1",".12",#TRUE#,#FALSE#,"NA"
"McNary","None","3",0,"990",#FALSE#,"660","660","0","1","0",#TRUE#,#FALSE#,"NA"
"John Day","None","3",0,"2160",#FALSE#,"1440","1440","0","1",".1",#TRUE#,#FALSE#,"NA"
"The Dalles","None","3",0,"1823",#FALSE#,"1215","1215","0","1",".1",#TRUE#,#FALSE#,"NA"
"Bonneville","None","3",0,"1154",#FALSE#,"769","769","0","1","0",#TRUE#,#FALSE#,"NA"
"Ice Harbor","None","3",0,"603",#FALSE#,"402","402","0","1","0",#TRUE#,#FALSE#,"NA"
"Grand Coulee","None","3",0,"6765",#FALSE#,"4510","4510","0","1",".2",#TRUE#,#FALSE#,"NA"
"Wanapum","None","3",0,"1175",#FALSE#,"783","783","0","1",".15",#TRUE#,#FALSE#,"NA"
"Leaburg EWEB","None","3",.0006,"6",#FALSE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Smith Falls EWEB","None","3",.0018,"18",#FALSE#,"12","12","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Chandler 12","None","3",.0006,"6",#FALSE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Snoqualmie2 7","None","3",.0027,"27",#FALSE#,"18","18","0","1",".5",#TRUE#,#FALSE#,"NA"
"Snoqualmie2 6","None","3",.00137,"13.7",#FALSE#,"9.13","9.13","0","1",".5",#TRUE#,#FALSE#,"NA"
"Snoqualmie1 14","None","3",.00018,"7.2",#FALSE#,"4.8","4.8","0","1",".2",#TRUE#,#FALSE#,"NA"
"Snoqualmie1 5","None","3",.00067,"6.7",#FALSE#,"4.47","4.47","0","1",".2",#TRUE#,#FALSE#,"NA"
"Kokish_River_4","None","3",1,"12.2",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"znWDN 61","None","3",1,".6",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"znDSQ 7G2","None","3",1,"4.7",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"znHAS G11","None","3",1,"6",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"znISP 4G11","None","3",1,"5",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"znMIK 4G1G21","None","3",1,".6",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"znMIK 4G1G22","None","3",1,".6",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"CEDR FL_31850_1","HY_Generic_2028[Keswick05]","1",.00003,".3",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"CEDR FL_31850_2","HY_Generic_2028[Keswick05]","1",.00048,"4.8",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"CITY UKH_38020_2","HY_EelRiver_2028[05]","1",.00025,"2.5",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"CITY UKH_38020_1","HY_EelRiver_2028[05]","1",.0001,"1",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Graegl69_38134_1","HY_Drum2_2028[05]","1",.00004,".4",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"KR31_24372_1","HY_KernRvr3_2028[05]","3",.00228,"22.8",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"KR31_24373_2","HY_KernRvr3_2028[05]","3",.00215,"21.5",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"LAKEGEN_29008_1","HY_KernRvr3_2028[05]","3",.0018,"18",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"ROARING_31848_2","HY_HatchetCrk_2028[05]","3",.0002,"2",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"Tullock_3","HY_StanislausDonnels_2028[05]","3",.00065,"6.5",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"ROARMONG_31847_1","NA","3",1,"2.6",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"LAKESISK","NA","3",1,"5",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"N_FORK","NA","3",1,"2",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"N_FORK2","NA","3",1,"2",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"MAM 13G2","NA","3",1,"25",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"AKO 4G1","NA","3",1,"10",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"REV 16G6","HY_Keswick_2028[09]","1",.53,"530",#FALSE#,"353.3333","353.3333","0","1","1",#FALSE#,#FALSE#,"NA"
"BHU 13G1","NA","3",1,"12.9",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"TRE G2","NA","3",1,"3.5",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"HNC 13G1","NA","3",1,"11",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"CLC 13G1","NA","3",1,"11.1",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"ECKERT","NA","3",1,"21",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"NEW_SPFSHPRK_76502_1","NA","3",1,"4",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"CPS G3","NA","3",1,"1.8",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"POW 6G1","NA","3",1,"11.5",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"PWF W","NA","3",1,"15",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"HNL G1","NA","3",1,"4.3",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"HNL G2","NA","3",1,"4.3",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"CKY_ROR 13","HY_Keswick_2028[09]","1",1,"282.5",#FALSE#,"188.3333","188.3333","0","1","1",#FALSE#,#FALSE#,"NA"
"CPF 4G1","NA","3",1,"4",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"LRC 4G1","NA","3",1,"3.2",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"WGM 4G1","NA","3",1,"5.3",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"MSA B124A","HY_Keswick_2028[09]","1",1,"1000",#FALSE#,"666.6667","666.6667","0","1","1",#FALSE#,#FALSE#,"NA"
"70058_ADS30_B Hydro Aggregate","None","3",.003,"30.02",#FALSE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"70123_ADS30_Roberts Tunnel Hydro","HY_Generic_2028[Keswick05]","1",.00061,"6.09",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70195_ADS30_Georgetown 12","None","3",.00012,"1.2",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70280_ADS30_Strontia Springs","None","3",.0001,"1",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70327_ADS30_Salida 12","None","3",.00014,"1.4",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70381_ADS30_Foothills CO","None","3",.00031,"3.1",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70385_ADS30_Shoshone A","None","3",.0007,"7",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70385_ADS30_Shoshone B","None","3",.0008,"8",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"70418_ADS30_Dillon Hydro","None","3",.00018,"1.8",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"New_HY30NW_A1_G1","None","3",1,"160",#FALSE#,"160","160","0","1","1",#FALSE#,#FALSE#,"NA"
"New_HY30NW_A1_G2","None","3",1,"190",#FALSE#,"190","190","0","1","1",#FALSE#,#FALSE#,"NA"
"Chickwat_2","None","3",1,"9.72",#FALSE#,"9.72","9.72","0","1","1",#TRUE#,#FALSE#,"NA"
"CalliganCreek","None","3",1,"6",#FALSE#,"6","6","0","1","1",#TRUE#,#FALSE#,"NA"
"HancockCreek","None","3",1,"6",#FALSE#,"6","6","0","1","1",#TRUE#,#FALSE#,"NA"
"HYDRO Ag _BPA","HY_Generic_2028[Keswick09]","1",.00035,"3.5",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Sugarloaf Hydro","None","3",.00025,"2.5",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Ruedi","None","3",.0005,"5",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Hydro_Ag_PSCO","None","3",.0017,"17",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"HydroAG_IID","None","3",.00011,".81",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Fosthall Creek 1","None","3",1,"12",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Fosthall Creek 2","None","3",1,"3.7",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Serpentine Creek","None","3",1,"10.5",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Sarita River","None","3",1,"5.3",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"LDWP Hydro Aggreg 26079","None","3",.001,"10",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Misc Hydro","None","3",.00138,"13.8",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Misc Small Hydro","None","3",.00196,"21",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"PGAE_Ag_Hydro","None","3",.00657,"65.7",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"DAM 7 AT BIG CREEK FISHWATER GEN","None","3",.00003,".00003",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"East Portal Hydro","None","3",.0001,".0001",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"KAWEAH PH 2  3 PSP AGGREGATE","None","3",.000655,".000655",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Lake Mathews Hydroelectric Recovery Plan","None","3",.0005,".0005",#TRUE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"OLINDA QFS","None","3",.00004,".00004",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"ONTARIOSIERRA HYDRO PSP","None","3",.000192,".000192",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"PADUA QFS","None","3",.000182,".000182",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Waterman Hydroelectric Station","None","3",.0001,".0001",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Yorba Linda Hydroelectric Recovery Plant","None","3",.00051,".00051",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Newhalem","None","3",.00368,"2.3",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"ADS30_AVA_AgrHydro","None","3",.00009,".9",#TRUE#,"3.44","3.44","0","1","1",#FALSE#,#FALSE#,"NA"
"ADS30_BPAT_AgrHydro","None","3",.0035,"35",#TRUE#,"7.81","7.81","0","1","1",#TRUE#,#FALSE#,"NA"
"ADS30_IPMV_AgrHydro","None","3",.0005,"5",#TRUE#,"2.58","2.58","0","1","1",#FALSE#,#FALSE#,"NA"
"ADS30_IPTV_Baker City Hydro","None","3",2,"2",#TRUE#,".24",".24","0","1","1",#FALSE#,#FALSE#,"NA"
"Faraday_7","None","3",.00192,"9.45",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Faraday_8","None","3",.00192,"9.45",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"GordonMShrum","None","3",.0305,"2824",#FALSE#,"1883","1883","0","1",".15",#TRUE#,#TRUE#,"NA"
"Peace_Canyon","NA","3",.0175,"699",#FALSE#,"465","465","0","1",".25",#TRUE#,#FALSE#,"NA"
"Site_C","None","3",.01833,"1230",#FALSE#,"820","820","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Mica","None","3",.0492,"3010",#FALSE#,"2007","2007","0","1",".1667",#TRUE#,#TRUE#,"NA"
"Revelstroke","NA","3",.05,"2494",#FALSE#,"1663","1663","0","1",".2",#TRUE#,#TRUE#,"NA"
"Arrow_Lake","NA","3",.00925,"192",#FALSE#,"128","128","0","1",".5",#TRUE#,#FALSE#,"NA"
