"HR_GENERAL","HR_GENERAL"
"Note: For hourly resource units, there are three valid types - Wind, Solar and Others."
"GeneratorKey","GeneratorName","Type","CommitmentShapeID","CommitmentShapeName","CommitmentMultiplier","DispatchShapeID","DispatchShapeName","DispatchMultiplier","CommitmentVariation(%)","CommitmentPdf","DispatchVariation(%)","DispatchPdf","Capacity(MW)","Spillage","IfEnableMultiBlock","ModelType","IfUseInvertLoadingRatio","InvertLoadingRatio","TargetCapacityFactor"
"15278","RPS-SD9_23287_1","Solar","2551","PV_CA_Cnty_RPS-SD9_23287_1_32.67-115.62_F[09]","100","2551","PV_CA_Cnty_RPS-SD9_23287_1_32.67-115.62_F[09]","100","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15151","RSTREE_1_29490_EQ","Wind","2190","WT-CISO-RSTREE_1_29490_EQ_2028[09]",".0099","2190","WT-CISO-RSTREE_1_29490_EQ_2028[09]",".0099","0","0","0","0","99",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16940","Rugged Solar Farm","Solar","2553","PV_CA_Cnty_Rugged Solar Farm_32.66-116.27_T[09]","71.88","2553","PV_CA_Cnty_Rugged Solar Farm_32.66-116.27_T[09]","71.88","0","0","0","0","71.88",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"16114","Rumorosa Solar","Solar","2744","PV_MX_Cnty_Rumorosa Solar_32.58-115.91_F[09]","41","2744","PV_MX_Cnty_Rumorosa Solar_32.58-115.91_F[09]","41","0","0","0","0","41",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15556","Rush Creek I","Wind","1314","WT_CO_Elbert_Cedar Point_39.42-103.68 [09]",".04","1314","WT_CO_Elbert_Cedar Point_39.42-103.68 [09]",".04","0","0","0","0","400",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15557","Rush Creek II","Wind","1314","WT_CO_Elbert_Cedar Point_39.42-103.68 [09]",".02","1314","WT_CO_Elbert_Cedar Point_39.42-103.68 [09]",".02","0","0","0","0","200",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"8602","Russell_Wind","Wind","2123","WT-CISO-Russell_Wind_2028[09]",".006","2123","WT-CISO-Russell_Wind_2028[09]",".006","0","0","0","0","60",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"12896","RVCANAL1Retired","Others","1","None","0","1","None","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12897","RVCANAL2Retired","Others","1","None","0","1","None","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12898","RVCANAL3Retired","Others","1","None","0","1","None","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12899","RVCANAL4Retired","Others","1","None","0","1","None","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"8615","Ryegrass","Wind","1345","WT_ID_NA_Ryegrass_43.04-115.44 [09]",".0023","1345","WT_ID_NA_Ryegrass_43.04-115.44 [09]",".0023","0","0","0","0","23",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15153","S_KERN_35089_1","Solar","2554","PV_CA_Cnty_S_KERN_35089_1_35.13-119.24_F[09]","20","2554","PV_CA_Cnty_S_KERN_35089_1_35.13-119.24_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16744","Saddle Mountain (Tonopah)","Solar","2248","PV_AZ_Maricopa_Saddle Mountain (Tonopah)_32.98-112.69_T[09]","15","2248","PV_AZ_Maricopa_Saddle Mountain (Tonopah)_32.98-112.69_T[09]","15","0","0","0","0","15",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15830","SAFEWAYBUS2","Wind","2982","WT_CA_NA_SAFEWAYBUS2_35.97-115.14 [09]",".0002","2982","WT_CA_NA_SAFEWAYBUS2_35.97-115.14 [09]",".0002","0","0","0","0","2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17088","Sage Solar WY","Solar","2923","PV_WY_Cnty_Sage Solar WY_42.92-111.14_F[09]","56","2923","PV_WY_Cnty_Sage Solar WY_42.92-111.14_F[09]","56","0","0","0","0","56",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"4889","SagebrushWind","Wind","1351","WT_WA_NA_Sagebrush_47.14-120.69 [09]",".0101","1351","WT_WA_NA_Sagebrush_47.14-120.69 [09]",".0101","0","0","0","0","100.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"8637","Salmon_Falls","Wind","1252","WT_ID_NA_Salmon Falls Wind Pk_42.68-114.99 [09]",".0022","1252","WT_ID_NA_Salmon Falls Wind Pk_42.68-114.99 [09]",".0022","0","0","0","0","22",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16822","Salt Wells Solar","Solar","2816","PV_NV_Churchill_Salt Wells Solar_39.29-118.57_T[09]","20","2816","PV_NV_Churchill_Salt Wells Solar_39.29-118.57_T[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13041","San Gorgonio Farms Wind Farm","Wind","2124","WT-CISO-San Gorgonio Farms Wind Farm_2028[09]",".0031","2124","WT-CISO-San Gorgonio Farms Wind Farm_2028[09]",".0031","0","0","0","0","31",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13907","San Isabel Solar","Solar","2732","PV_CO_Las Animas_San Isabel Solar_37.37-104.84_T[09]","30","2732","PV_CO_Las Animas_San Isabel Solar_37.37-104.84_T[09]","30","0","0","0","0","30",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13894","San Luis Valley PV","Solar","2712","PV_CO_Alamosa_San Luis Valley PV_37.69-105.99_F[09]","30","2712","PV_CO_Alamosa_San Luis Valley PV_37.69-105.99_F[09]","30","0","0","0","0","30",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16782","San Miguel 1 Solar EC","Solar","2791","PV_NM_San Miguel_San Miguel 1 Solar EC_35.64-105.18_F[09]","10","2791","PV_NM_San Miguel_San Miguel 1 Solar EC_35.64-105.18_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16783","San Miguel 2 Solar EC","Solar","2792","PV_NM_San Miguel_San Miguel 2 Solar EC_35.64-105.18_F[09]","10","2792","PV_NM_San Miguel_San Miguel 2 Solar EC_35.64-105.18_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1650","SandDrag","Solar","2555","PV_CA_Cnty_SandDrag_35.98-120.11_F[09]","19","2555","PV_CA_Cnty_SandDrag_35.98-120.11_F[09]","19","0","0","0","0","19",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13242","Sandoval County PV","Solar","2795","PV_NM_Sandoval_Sandoval County PV_35.28-106.81_T[09]","6.1","2795","PV_NM_Sandoval_Sandoval County PV_35.28-106.81_T[09]","6.1","0","0","0","0","6.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13095","Sandstone Solar","Solar","2254","PV_AZ_PiCntyl_Sandstone Solar_34.57-111.43_T[09]","45","2254","PV_AZ_PiCntyl_Sandstone Solar_34.57-111.43_T[09]","45","0","0","0","0","45",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16702","Santa Clara Wind","Wind","2983","WT_CA_NA_Santa Clara Wind_37.73-121.64 [09]",".00241","2983","WT_CA_NA_Santa Clara Wind_37.73-121.64 [09]",".00241","0","0","0","0","24.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17348","Santa Cruz High School","Solar","2257","PV_AZ_Pima_Avalon Solar II_32.00-110.97_F[09]","6","2257","PV_AZ_Pima_Avalon Solar II_32.00-110.97_F[09]","6","0","0","0","0","6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13237","Santa Fe Solar","Solar","2796","PV_NM_Santa Fe_Santa Fe Solar_35.56-106.09_T[09]","7.6","2796","PV_NM_Santa Fe_Santa Fe Solar_35.56-106.09_T[09]","7.6","0","0","0","0","7.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15154","SANTIAGO_24133_DG","Solar","2556","PV_CA_Cnty_SANTIAGO_24133_DG_33.72-117.70_F[09]","98.9","2556","PV_CA_Cnty_SANTIAGO_24133_DG_33.72-117.70_F[09]","98.9","0","0","0","0","98.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13241","Santolina Solar","Solar","2772","PV_NM_Cnty_Santolina Solar_35.01-106.86_T[09]","7.6","2772","PV_NM_Cnty_Santolina Solar_35.01-106.86_T[09]","7.6","0","0","0","0","7.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15155","SANWIND_25646_Q1","Wind","2192","WT-CISO-SANWIND_25646_Q1_2028[09]",".0003","2192","WT-CISO-SANWIND_25646_Q1_2028[09]",".0003","0","0","0","0","3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16872","Saulteau","Wind","2961","WT_BC_NA_Saulteau_49.21-124.00 [09]",".0015","2961","WT_BC_NA_Saulteau_49.21-124.00 [09]",".0015","0","0","0","0","15",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"16982","SCE S Nevada Solar 1","Solar","2870","PV_NV_South Nevada_SCE S Nevada Solar 1_35.68-115.15_T[09]","902","2870","PV_NV_South Nevada_SCE S Nevada Solar 1_35.68-115.15_T[09]","902","0","0","0","0","902",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16983","SCE S Nevada Solar 2","Solar","2871","PV_NV_South Nevada_SCE S Nevada Solar 2_35.68-115.15_T[09]","902","2871","PV_NV_South Nevada_SCE S Nevada Solar 2_35.68-115.15_T[09]","902","0","0","0","0","902",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16984","SCE S Nevada Solar 3","Solar","2872","PV_NV_South Nevada_SCE S Nevada Solar 3_35.68-115.15_T[09]","500","2872","PV_NV_South Nevada_SCE S Nevada Solar 3_35.68-115.15_T[09]","500","0","0","0","0","500",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15160","SCHINDLER_D_34353_1","Solar","2557","PV_CA_Cnty_SCHINDLER_D_34353_1_37.09-115.81_F[09]","10","2557","PV_CA_Cnty_SCHINDLER_D_34353_1_37.09-115.81_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15159","SCHINDLER_D_34353_2","Solar","2558","PV_CA_Cnty_SCHINDLER_D_34353_2_37.09-115.81_F[09]","5","2558","PV_CA_Cnty_SCHINDLER_D_34353_2_37.09-115.81_F[09]","5","0","0","0","0","5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15158","SCHINDLER_D_34353_3","Solar","2559","PV_CA_Cnty_SCHINDLER_D_34353_3_37.09-115.81_F[09]","10","2559","PV_CA_Cnty_SCHINDLER_D_34353_3_37.09-115.81_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15157","SCHINDLER_D_34353_4","Solar","2560","PV_CA_Cnty_SCHINDLER_D_34353_4_37.09-115.81_F[09]","5","2560","PV_CA_Cnty_SCHINDLER_D_34353_4_37.09-115.81_F[09]","5","0","0","0","0","5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13508","SDSU-GEN","Solar","2663","PV_CA_Imperial_SDSU-GEN_32.98-115.48_F[09]","6.3","2663","PV_CA_Imperial_SDSU-GEN_32.98-115.48_F[09]","6.3","0","0","0","0","6.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13439","Searchlight","Solar","2843","PV_NV_Clark_Searchlight_35.48-114.94_F[09]","18.3","2843","PV_NV_Clark_Searchlight_35.48-114.94_F[09]","18.3","0","0","0","0","18.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1126","SeaWest_Altech","Wind","2137","WT-CISO-SeaWest_Altech_2028[09]",".00166","2137","WT-CISO-SeaWest_Altech_2028[09]",".00166","0","0","0","0","16.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15161","SEAWIND_25639_QF","Wind","2193","WT-CISO-SEAWIND_25639_QF_2028[09]",".0027","2193","WT-CISO-SEAWIND_25639_QF_2028[09]",".0027","0","0","0","0","27",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"935","SEGS_I_GEN1","Solar","2561","PV_CA_Cnty_SEGS_I_GEN1_40.42-104.89_C[09]","14.2","2561","PV_CA_Cnty_SEGS_I_GEN1_40.42-104.89_C[09]","14.2","0","0","0","0","14.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"934","SEGS_II_GEN1","Solar","2562","PV_CA_Cnty_SEGS_II_GEN1_35.01-117.57_C[09]","32.6","2562","PV_CA_Cnty_SEGS_II_GEN1_35.01-117.57_C[09]","32.6","0","0","0","0","32.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"933","SEGS_III_GEN1","Solar","2563","PV_CA_Cnty_SEGS_III_GEN1_35.01-117.57_C[09]","34.2","2563","PV_CA_Cnty_SEGS_III_GEN1_35.01-117.57_C[09]","34.2","0","0","0","0","34.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"932","SEGS_IV_GEN1","Solar","2564","PV_CA_Cnty_SEGS_IV_GEN1_35.01-117.57_C[09]","34.2","2564","PV_CA_Cnty_SEGS_IV_GEN1_35.01-117.57_C[09]","34.2","0","0","0","0","34.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"996","SEGS_IX_GEN1","Solar","2565","PV_CA_Cnty_SEGS_IX_GEN1_35.01-117.57_C[09]","92","2565","PV_CA_Cnty_SEGS_IX_GEN1_35.01-117.57_C[09]","92","0","0","0","0","92",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"931","SEGS_V_GEN1","Solar","2566","PV_CA_Cnty_SEGS_V_GEN1_35.01-117.57_C[09]","35","2566","PV_CA_Cnty_SEGS_V_GEN1_35.01-117.57_C[09]","35","0","0","0","0","35",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"930","SEGS_VI_GEN1","Solar","2567","PV_CA_Cnty_SEGS_VI_GEN1_35.01-117.57_C[09]","35","2567","PV_CA_Cnty_SEGS_VI_GEN1_35.01-117.57_C[09]","35","0","0","0","0","35",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"929","SEGS_VII_GEN1","Solar","2568","PV_CA_Cnty_SEGS_VII_GEN1_35.01-117.57_C[09]","35","2568","PV_CA_Cnty_SEGS_VII_GEN1_35.01-117.57_C[09]","35","0","0","0","0","35",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"995","SEGS_VIII_GEN1","Solar","2569","PV_CA_Cnty_SEGS_VIII_GEN1_35.01-117.57_C[09]","92","2569","PV_CA_Cnty_SEGS_VIII_GEN1_35.01-117.57_C[09]","92","0","0","0","0","92",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16974","SEPV 5 8 9","Solar","2570","PV_CA_Cnty_SEPV 5 8 9_33.94-116.58_F[09]","24.4","2570","PV_CA_Cnty_SEPV 5 8 9_33.94-116.58_F[09]","24.4","0","0","0","0","24.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17179","SEPV Palmdale East LLC","Solar","3082","PV_CA_Cnty_SEPV Palmdale East LLC_34.61-117.94_T[09].DAT","25","3082","PV_CA_Cnty_SEPV Palmdale East LLC_34.61-117.94_T[09].DAT","25","0","0","0","0","25",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"3746","SevenMileHill1","Wind","1257","WT_CO_Logan_Seven Mile Hill_41.92-106.38 [09]",".0099","1257","WT_CO_Logan_Seven Mile Hill_41.92-106.38 [09]",".0099","0","0","0","0","99",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"8755","SevenMileHill2","Others","1257","WT_CO_Logan_Seven Mile Hill_41.92-106.38 [09]",".002","1257","WT_CO_Logan_Seven Mile Hill_41.92-106.38 [09]",".002","0","0","0","0","20",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13533","Seville 1","Solar","2664","PV_CA_Imperial_Seville 1_33.11-116.01_T[09]","18.9","2664","PV_CA_Imperial_Seville 1_33.11-116.01_T[09]","18.9","0","0","0","0","18.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13532","Seville 2","Solar","2665","PV_CA_Imperial_Seville 2_33.11-116.01_T[09]","32","2665","PV_CA_Imperial_Seville 2_33.11-116.01_T[09]","32","0","0","0","0","32",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16941","SG Sorrento","Solar","2571","PV_CA_Cnty_SG Sorrento_32.66-116.27_T[09]","50","2571","PV_CA_Cnty_SG Sorrento_32.66-116.27_T[09]","50","0","0","0","0","50",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17054","Shafter Solar","Solar","2572","PV_CA_Cnty_Shafter Solar_35.39-119.13_F[09]","20","2572","PV_CA_Cnty_Shafter Solar_35.39-119.13_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3083","SHCG1-1","Others","2058","AB_CG_GenericShape_2028","23","2058","AB_CG_GenericShape_2028","23","0","0","0","0","23",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"15167","SHILOH_32181_1","Wind","2126","WT-CISO-SHILOH_32181_1_2028[09]",".015","2126","WT-CISO-SHILOH_32181_1_2028[09]",".015","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"8784","Shiloh_III","Wind","2194","WT-CISO-Shiloh_III_2028[09]",".0075","2194","WT-CISO-Shiloh_III_2028[09]",".0075","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1642","Shiloh_IV","Wind","2195","WT-CISO-Shiloh_IV_2028[09]",".0075","2195","WT-CISO-Shiloh_IV_2028[09]",".0075","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1807","Shiloh_Wind2","Wind","2196","WT-CISO-Shiloh_Wind2_2028[09]",".015","2196","WT-CISO-Shiloh_Wind2_2028[09]",".015","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17185","Sigurd Solar LLC (PV-66345-01)","Solar","3081","PV_UT_Cnty_Sigurd Solar LLC (PV-66345-01)_38.85-112.01_T[09].DAT","80","3081","PV_UT_Cnty_Sigurd Solar LLC (PV-66345-01)_38.85-112.01_T[09].DAT","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16938","SILVER RIDGE MOUNT SIGNAL 3","Solar","2573","PV_CA_Cnty_SILVER RIDGE MOUNT SIGNAL 3_33.35-112.85_T[09]","250","2573","PV_CA_Cnty_SILVER RIDGE MOUNT SIGNAL 3_33.35-112.85_T[09]","250","0","0","0","0","250",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13985","Silver Sage","Wind","1259","WT_CO_NA_Silver Sage_41.13-105.02 [09]",".0042","1259","WT_CO_NA_Silver Sage_41.13-105.02 [09]",".0042","0","0","0","0","42",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13463","Silver State North 1","Solar","2844","PV_NV_Clark_Silver State North 1_35.62-115.36_F[09]","30","2844","PV_NV_Clark_Silver State North 1_35.62-115.36_F[09]","30","0","0","0","0","30",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13464","Silver State North 2","Solar","2845","PV_NV_Clark_Silver State North 2_35.62-115.36_F[09]","28","2845","PV_NV_Clark_Silver State North 2_35.62-115.36_F[09]","28","0","0","0","0","28",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15168","SILVERSE_24861_G3","Solar","2574","PV_CA_Cnty_SILVERSE_24861_G3_35.63-115.34_T[09]","105.7","2574","PV_CA_Cnty_SILVERSE_24861_G3_35.63-115.34_T[09]","105.7","0","0","0","0","105.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15169","SILVERSF_24862_G2","Solar","2575","PV_CA_Cnty_SILVERSF_24862_G2_35.63-115.34_T[09]","24.3","2575","PV_CA_Cnty_SILVERSF_24862_G2_35.63-115.34_T[09]","24.3","0","0","0","0","24.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15170","SILVERSG_24863_G1","Solar","2576","PV_CA_Cnty_SILVERSG_24863_G1_35.63-115.34_T[09]","124.4","2576","PV_CA_Cnty_SILVERSG_24863_G1_35.63-115.34_T[09]","124.4","0","0","0","0","124.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15698","Simcoe Solar","Solar","2742","PV_ID_Cnty_Simcoe Solar_43.28-115.94_F[09]","20","2742","PV_ID_Cnty_Simcoe Solar_43.28-115.94_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15171","SIRA_SOLAR_G_25086_1","Solar","2577","PV_CA_Cnty_SIRA_SOLAR_G_25086_1_34.71-118.29_F[09]","20","2577","PV_CA_Cnty_SIRA_SOLAR_G_25086_1_34.71-118.29_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17036","SKIC Solar","Solar","2578","PV_CA_Cnty_SKIC Solar_35.13-119.24_F[09]","10","2578","PV_CA_Cnty_SKIC Solar_35.13-119.24_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16833","Skookumchuck Wind","Wind","3061","WT_OR_NA_Skookumchuck Wind_46.77-122.93 [09]",".0137","3061","WT_OR_NA_Skookumchuck Wind_46.77-122.93 [09]",".0137","0","0","0","0","137",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15799","SKYRIVER_G","Wind","2984","WT_CA_NA_SKYRIVER_G_35.26-118.24 [09]",".00769","2984","WT_CA_NA_SKYRIVER_G_35.26-118.24 [09]",".00769","0","0","0","0","76.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15173","skyrivr2_24280_1","Wind","2197","WT-CISO-skyrivr2_24280_1_2028[09]",".0018","2197","WT-CISO-skyrivr2_24280_1_2028[09]",".0018","0","0","0","0","18",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15336","SMT-0.6","Wind","2097","WT-CISO-BUE GEN 1_G1_22942_1_2028[09]",".00297","2097","WT-CISO-BUE GEN 1_G1_22942_1_2028[09]",".00297","0","0","0","0","29.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3054","SODER_W1_1","Wind","1260","WT_AB_NA_Soderglen_49.52-113.5 [09]",".00345","1260","WT_AB_NA_Soderglen_49.52-113.5 [09]",".00345","0","0","0","0","34.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3007","SODER_W2_1","Wind","1260","WT_AB_NA_Soderglen_49.52-113.5 [09]",".00345","1260","WT_AB_NA_Soderglen_49.52-113.5 [09]",".00345","0","0","0","0","34.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13310","Solana 1","Solar","2249","PV_AZ_Maricopa_Solana 1_32.92-112.96_C[09]","125","2249","PV_AZ_Maricopa_Solana 1_32.92-112.96_C[09]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13311","Solana 2","Solar","2250","PV_AZ_Maricopa_Solana 2_32.92-112.96_C[09]","125","2250","PV_AZ_Maricopa_Solana 2_32.92-112.96_C[09]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1800","SolanoSMUD1","Wind","2138","WT-CISO-SolanoSMUD1_2028[09]",".0015","2138","WT-CISO-SolanoSMUD1_2028[09]",".0015","0","0","0","0","15",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16703","SolanoWind1","Wind","2985","WT_CA_NA_SolanoWind1_38.11-121.86 [09]",".00153","2985","WT_CA_NA_SolanoWind1_38.11-121.86 [09]",".00153","0","0","0","0","15.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16704","SolanoWind2","Wind","2986","WT_CA_NA_SolanoWind2_38.11-121.86 [09]",".0088","2986","WT_CA_NA_SolanoWind2_38.11-121.86 [09]",".0088","0","0","0","0","88",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"8874","SolanoWind3","Wind","2127","WT-CISO-SolanoWind3_2028[09]",".0128","2127","WT-CISO-SolanoWind3_2028[09]",".0128","0","0","0","0","128",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16162","Solar_C789_G1","Solar","2579","PV_CA_Cnty_Solar_C789_G1_32.69-116.44_T[09]","80","2579","PV_CA_Cnty_Solar_C789_G1_32.69-116.44_T[09]","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15806","Solar_CRAZY EYES  _1","Solar","2580","PV_CA_Cnty_Solar_CRAZY EYES  _1_35.95-115.42_T[09]","270","2580","PV_CA_Cnty_Solar_CRAZY EYES  _1_35.95-115.42_T[09]","270","0","0","0","0","270",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15863","Solar_DELSUR_DIST _A2","Solar","2581","PV_CA_Cnty_Solar_DELSUR_DIST _A2_34.72-118.29_F[09]","15.5","2581","PV_CA_Cnty_Solar_DELSUR_DIST _A2_34.72-118.29_F[09]","15.5","0","0","0","0","15.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15862","Solar_DELSUR_DIST _AS","Solar","2582","PV_CA_Cnty_Solar_DELSUR_DIST _AS_34.72-118.29_F[09]","14","2582","PV_CA_Cnty_Solar_DELSUR_DIST _AS_34.72-118.29_F[09]","14","0","0","0","0","14",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15808","Solar_DESERT VIEW _1","Solar","2583","PV_CA_Cnty_Solar_DESERT VIEW _1_36.23-115.41_T[09]","168","2583","PV_CA_Cnty_Solar_DESERT VIEW _1_36.23-115.41_T[09]","168","0","0","0","0","168",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15805","Solar_GAMEBIRD    _1","Solar","2584","PV_CA_Cnty_Solar_GAMEBIRD    _1_36.03-115.48_T[09]","200","2584","PV_CA_Cnty_Solar_GAMEBIRD    _1_36.03-115.48_T[09]","200","0","0","0","0","200",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15810","Solar_GASKEL_WG2  _EQ","Solar","2585","PV_CA_Cnty_Solar_GASKEL_WG2  _EQ_34.83-118.56_F[09]","20","2585","PV_CA_Cnty_Solar_GASKEL_WG2  _EQ_34.83-118.56_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15824","Solar_GIP-VEA01   _1","Solar","2586","PV_CA_Cnty_Solar_GIP-VEA01   _1_36.54-116.49_F[09]","43.7","2586","PV_CA_Cnty_Solar_GIP-VEA01   _1_36.54-116.49_F[09]","43.7","0","0","0","0","43.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15825","Solar_GIP-VEA02   _1","Solar","2587","PV_CA_Cnty_Solar_GIP-VEA02   _1_36.54-116.49_F[09]","43.7","2587","PV_CA_Cnty_Solar_GIP-VEA02   _1_36.54-116.49_F[09]","43.7","0","0","0","0","43.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15809","Solar_INNOVATION  _1","Solar","2588","PV_CA_Cnty_Solar_INNOVATION  _1_36.25-115.56_T[09]","373","2588","PV_CA_Cnty_Solar_INNOVATION  _1_36.25-115.56_T[09]","373","0","0","0","0","373",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
